fila,pregunta,grupo,texto
120,q1,__todos__,Podríamos estar mejor en todos los ámbitos  esperaba más de este gobierno. Pero hay partes que también las entiendo.
121,q1,__todos__,Bien
122,q1,__todos__,1ro me gustaría saber referente a quenPorque en la Seguridad  bastante malnEn lo económico  algo estancado nY en lo político  espantoso
123,q1,__todos__,A Uruguay lo veo en una situación   no estáncada ni con mucho avance  la situación socio económica de la gente no ha mejorado ni empeorado  el problema sigue siendo el bache cualitativo entre la Educación Privada y la Educación Pública  esta última casa vez tiene menos adeptos a estudiar y por ende Educarse como es debido en todo sentido sobre todo en VALORES  ahi es donde se sitúa la parte de estancamiento en la sociedad quienes provienen de Educación publica y solo pasaron sin aprender que lame lamentablemente son muchos esos son los que no conocen de Valores  se verá que aplico Valor como un título de una buena educación  responsabilidad  proactivo a siempre aprender tenga la edad que tenga  ahí es donde vemos los baches diferenciales entre la gente
124,q1,__todos__,"Hola, buenas noches. Soy María de Los Ángeles. Y bueno, para contestar cómo se ve el Uruguay hoy, la verdad es que estamos pasando un momento bastante, bastante, bastante complicado. No se ponen de acuerdo entre los partidos, que es lo que tendrían que hacer. Se están preocupando más por las personas sin trabajo y no se preocupan por las personas que sí tienen trabajo o tuvieron trabajo como los jubilados y no les dan dinero para los aumentos. Está súper peligroso salir de la calle. O sea que actualmente el país no está como pensamos que iba a estar con el gobierno del Frente Amplio."
125,q1,__todos__,La situación en cuanto a pobreza ha mejorado por la ayuda del gobierno con tarjetas mides  viviendas y aumento en asignaciones a los más necesitado. nEn cuanto a desempleo hay mucha gente tratando de conseguir trabajo donde sean bien remunerados y tengan aportes
126,q1,__todos__,Veo mi pobre país cayendo día  en lo económico  cantidad de gente que se está fundiendo trabajando  en seguridad  total desastre  no tenemos presidente  no tenemos ministro del interior  no tenemos ministro de economia ni de ganaderia. Los valores se han perdido y glorifican eso  dejó de importar el pueblo y piensan en su bienestar
127,q1,__todos__,En decadencia. En cuanto a seguridad cada vez peor  en materia economía sube todo menos los sueldos de los trabajadores. Cómo persona sola que trabaja y estudia hago malabares para llegar a fin de mes. Así que en resumen de mal en peor
128,q1,__todos__,Horrible
129,q1,__todos__,Lo veo bastante bien.
130,q1,__todos__,Preocupa la espantosa de valores en sociedad  que biene de la mano con EDUCACIÓN
131,q1,__todos__,Lo veo con preocupación.
132,q1,__todos__,Nuestro país cuenta con una de las democracias más firmes y estables del mundo.Hemos tenido avances fundamentales en materia de derechos humanos ( derechos sexuales.y reproductivos) y en leyes de genero y diversidad sexual .Sin embargo  sigue siendo un país con mucha pobreza y marginación . La seguridad es preocupante y el costo de vida es alto. La derecha y organizaciones antiderechos han crecido mucho
133,q1,__todos__,Preocupado por la situación de polarización internacional. Cómo esto nos puede afectar negativamente  y no veo al sistema político  y sociedad en general debatiendo estos temas y otros temas de gran importancia.
134,q1,__todos__,Estancado en la discusión de temas de largo plazo y visón del país . Los medios de difusión visual poniendo énfasis en lo malo y rara vez en los planes q el gobierno implementa. El gobierno no logra conectar con la gente y el relato corre por cuenta de la oposición. La discusión pública de los políticos se ha transformado en una pelea de “conventillo” y no sobre ideas
135,q1,__todos__,Bla bla
136,q1,__todos__,"Bueno, hola, voy a empezar a contestar. Mira, esta pregunta que me hiciste tiene varias aristas. Está la parte económica, la parte de seguridad, la parte del gobierno con su política exterior y está con su política interior. Así que, entonces, para mí esto está medianamente bien en algunas cosas y en otras cosas tenemos cierta discrepancia."
137,q1,__todos__,Veo un paisaje con un gobierno que trata de hacer cosas para favorecer a su población pero que la oposición y yo diría hasta gobiernos de otros países se encargan de poner palos en la rueda. Hay un problema enorme que es la droga que lleva a situaciones de inseguridad  abandono de estudios  vivir en la calle etc. En cuanto a la economía parece estar estable llamando la atención el gran desarrollo inmobiliario con construcciones prácticamente en todos los barrios sobre todo en Montevideo. En suma lo veo bien al país en cuanto a lo económico.
138,q1,__todos__,Uruguay es un país muy avanzado en cuanto a otros  pero creo que hay que poner mucho más cuidado en temas como la seguridad  el costo de vida  el acceso a la vivienda y las oportunidades laborales.
139,q1,__todos__,Lo veo en un momento de tener que hacer um cambio concreto  mas que nada a nivel social. nEstamos en momento de quiebre social.
140,q1,__todos__,InseguronCaronFalta de trabajonEducación sin exigencia académicanTránsito desordenado
141,q1,__todos__,"Veo al Uruguay de hoy como que muy violento, un país chico en el cual podríamos estar bien, sin embargo no hay voluntad de querer que se termine con la inseguridad, la violencia, o sea que veo un país como que nadie quiere que esté, ni los políticos, ni nosotros los habitantes, queremos que el país esté bien, porque hasta con nosotros, entre nosotros, no somos solidarios, somos muy violentos, no queremos que el Uruguay esté bien."
142,q1,__todos__,Considero que la situación actual es buena y estable. La institucionalidad sigue fuerte  la situación económica si bien mostró desaceleración es sólida y las perspectivas a futuro son buenas. El principal problema es intentar cortar las grandes organizaciones delictivas antes de que se consoliden en el país
143,q1,__todos__,"El Uruguay lo veo como un país sólido, los datos dan a entender tanto como de economía, salud, trabajo, sueldos, en que viene mejorando. El tema general que puede ser la seguridad lo entiendo en el contexto de lo que está sucediendo hoy justamente porque creo que se está ingresando para resolverlo y eso hace que se vea una situación muy difícil, pero creo que se ve y se puede resolver. Por supuesto que todo esto en un contexto de un mundo como está hoy y bueno, desgraciadamente uno no puede evitar compararlo con una Argentina, pero para ser un país chico de 3 millones y poco siento que el país está bien, siempre se puede estar mejor, pero está sólido."
144,q1,__todos__,"Hola, en Uruguay de hoy lo encuentro con mucha delincuencia, todo al revés, muy sucio el país, principalmente la delincuencia, las bocas, las muertes, los asesinatos, se ve que se mueve muy lento todo."
145,q1,__todos__,Veo un Uruguay más culturizado y abierto a nuevas propuestas  pero también cada vez más caro para vivir. Siento que gran parte de la gente vive para trabajar y que  después de cubrir sus gastos  le queda poco tiempo y dinero para disfrutar.
146,q1,__todos__,En lo económico anda regular. Ahora la gente anda con miedo en la calle.
147,q1,__todos__,Incierto. Los políticos son bastante ignorantes y corruptos. Las personas somos cada vez más individualistas. La convivencia se pone cada vez más difícil. Pobreza  indigencia  violencia  injusticia  inseguridad  falta de horizontes
148,q1,__todos__,Con muchos problemas
149,q1,__todos__,"Estable, la veo estable y con, digamos, los problemas son como se han transformado como endémico el tema de la inseguridad y después estabilidad económica, la estabilidad laboral, cuesta mucho mover la aguja para arriba y para abajo. Cambiamos de gobierno y seguimos marchando estable, cambian algunas cosas levemente, algunos tenemos opinión de que mejora un poquito, pero son percepciones, no hay grandes mejorías, lo veo estable, totalmente estable. El país está estable, no estancado, estable, con un crecimiento. De la población va mejorando, tiene mejor nivel de vida, pero muy, muy, muy, muy lentamente."
150,q1,__todos__,Lo veo un poco deteriorado fruto de que la vamos llevando  y no se toman decisiones a largo plazo
1,q2,__todos__,Llegar bien a fin de mes  sin estar pensando en los pesos que te quedan.
2,q2,__todos__,Levantarse en un lugar agradable  con acceso a higiene personal  alimentos de calidad  posibilidad de ejercitarse y caminar al trabajo
3,q2,__todos__,tener una vivienda digna y poder llegar tranquilo a fin de mes
4,q2,__todos__,Poder vivir desde el deseo  desde las ganas. Para ello hay ciertas condiciones objetivas que son necesarias  como la posibilidad de recibir educacion  conseguir un empleo  tener tiempo libre  etc
6,q2,__todos__,Saber que tengo las necesidades básicas aseguradas por mis propios medios  ser capaz de conseguir mis metas por pequeñas o grandes que sean sin estorbos ni interferencias.
7,q2,__todos__,Significa tener posibilidad de crecimiento personal  un lugar para vivir y tener seguridad social y seguridad real en el día a día
8,q2,__todos__,Desde mi punto de vista hay dos cosas que defíneme una buena vida  en primer lugar el aspecto material  es decir tener las necesidades básicas satisfechas y además poder disfrutar de algunos lujos  vacaciones  educación privada  casa con comodidades. Y en segundo lugar otro componente de una buena vida es tener una red vincular que te sostenga  familia  amigos   un club deportivo  vecinos   personas con los mismos intereses. Gente que pueda estar disponible para uno cuando lo necesite
9,q2,__todos__,Yo creo que nada te haga  falta por lo menos lo básico
10,q2,__todos__,Tener una buena vida sería contar con lo necesario para sostener mi vida y la de mi familia  en condiciones de bienestar. Tener salud  tener un trabajo que me permita vivir con bienestar  tener un sistema educativo que acompañe el crecimiento de mi hijo  recursos económicos que me permitan disfrutar del tiempo libre. Un techo donde vivir  forma de calefaccionarme  de resguardame. Poder alimentarme día a día  de forma segura y variada.
11,q2,__todos__,Buen sueldo  buena salud
12,q2,__todos__,Tener un trabajo estable  que el sueldo de para poder mantener a los integrantes de la familia  pudiendo disfrutar del fin de semana
13,q2,__todos__,Creo que buena vida es subjetivo y cambia dependiendo de cada individuo  pero los puntos básicos creo que son acceso a una vivienda digna  alimentación y socialización
14,q2,__todos__,Uruguay sigue siendo un país caro. El costo de vida  el precio de la canasta básica y la presión impositiva impactan fuerte en la economía familiar y en los pequeños emprendimientos  exigiendo un esfuerzo diario alto para sostener la rentabilidad o llegar a fin de mes.
15,q2,__todos__,Una buena vida para mí sería: acceso a vivienda de calidad  alimentos variados y a buen precio. Educación de calidad para mí hijo  trabajo en condiciones  acceso a la salud de calidad para mis seres queridos.
16,q2,__todos__,"Bueno, lo ideal, pensando en Zen, tal vez una vida con libertades, con unas capacidades mínimas que aseguren que las condiciones materiales están dadas, después que permiten tener opciones, después con relaciones con las otras personas, participando en la vida social, desarrollando cosas que nos gusten. Estaba pensando en aquello de una vida larga y saludable, bueno, pero por lo menos mientras sea. Que tenga la posibilidad de que las personas puedan desarrollar su potencial."
17,q2,__todos__,Tener una buena significa para mí  tener una casa en buenas condiciones  un trabajo estable y bien remunerado  tener acceso a la salud sin restricciones  acceso a educación de calidad. Tiempo de esparcimiento y dinero para poder hacer un viaje una vez al año mínimo.
