fila,pregunta,grupo,texto
10,q3,__todos__,Cuando tengo tiempo libre disfruto de estar en mi casa  aunque eso siempre implica tareas domésticas (limpiar  cocinar  ordenar). Dedico tiempo a estar con mi familia  a jugar con mi hijo  a acompañarlo a sus actividades. Me gustaría pasear más  tener más opciones de recreación en el lugar donde vivo.
11,q3,__todos__,Miro futbol  mi vida fuera de lo laborar se dedica 100% al futbol
12,q3,__todos__,Redes sociales y lo que más me gustaría hacer es ejercicio
13,q3,__todos__,Creo que lo que hago con las frecuencias es consumir youtube y lo que más me gustaría hacer es deporte
14,q3,__todos__,"Cuando tengo tiempo libre, con mayor frecuencia lo que hago generalmente es dejar toda mi casa limpia, hablar con mis amigas a ver si podemos juntarnos a merendar o a cenar, ver si puedo ir a tomar un helado con mi hijo, jugar a las cartas, más que nada eso."
15,q3,__todos__,Leo y juego con mi hijo. Me gustaría aprender idiomas pero el tiempo no me lo permite.
16,q3,__todos__,"Caminar, estar tirada, leer, escribir, ir al cine, encontrarme con gente."
17,q3,__todos__,Dormir  si tuviera posibilidades económicas mejores seguramente podría salir a pasear aunque sea  salir a comer sin tener que estar contando los pesos.
19,q3,__todos__,Me gusta cocinar  salir a caminar. Disfruto de leer.
20,q3,__todos__,"Eso fue variando con el tiempo, pero ahora que estoy jubilado y que soy relativamente joven, tengo 64 años, pero me siento con mucha energía, lo que hago todos los días es a tratar de hacer lo que me gusta, porque llegué a un estado de conciencia que estoy aprovechando la vida al máximo. Y lo que más me gusta a mí y lo que me da felicidad y me llena es las actividades náuticas, desde pesca hasta nadar y surfear mientras pueda."
21,q3,__todos__,Mirsr una película en dtreaming  ir a pileta y actividades diversas de internet
22,q3,__todos__,Salimos andar en bicicleta o vamos a la  playa a recorrer o vamos a una plazita a pasar un rato
23,q3,__todos__,"Casi nunca tengo tiempo libre porque trabajo, cuido a mis hijos, que son chicos todavía, y no estoy en pareja, así que prácticamente dedico todo mi tiempo a esas actividades, pero cuando tengo algún tiempo libre me gusta mucho leer y me gusta mucho trabajar en jardinería, o sea, en las plantas en general."
24,q3,__todos__,Andar en bici  hacer ruta en ella  sacar a pasear al perro. Lo que más me gustaría hacer es viajar.
26,q3,__todos__,"Cuando tengo tiempo libre, lo que hago con más frecuencia es acomodar cosas de la casa en la que estoy, que es desalquilada. De vez en cuando salgo por conflictos con el horario. Salgo muy poco. Lo que me gustaría hacer sería salir un poco más, disfrutar un poco más del tiempo libre que tengo y no sé."
27,q3,__todos__,lo que hago con mayor frecuencia es trabajar de lunes a sábado tengo descanso el domingo que me gustaría hacer poder superarme a pesar de la edad que tengo poder superarme no sé si en la misma rama donde trabajo en otra pero poder hacer algo para superarme y poder aumentar un poquitico los ingresos que recibo en estos momentos
28,q3,__todos__,Actualmente trabajo el doble para poder terminar proyectos q a futuro darán sus frutos ! Tengo poco tiempo libre y no salgo demasiado casa ya q trabajo en ella
29,q3,__todos__,No tengo tiempo libre trabajo de domingo a domingo y si rescato un ratito voy a visitar a mis nietos nMe encantaría poder salir a pasear y no tener que preocuparme por no llegar a fin de mes
30,q3,__todos__,Soy mas de estar en mi hogar o de visita a familiares
31,q3,__todos__,Por lo general suelo Entrenar  Jugar en la Computadora o Disfrutar de mi Vida Social (Amigos  Familia  Pareja). Esas son las cosas que más me gusta hacer y desearía incluso tener más tiempo libre para hacerlas
32,q3,__todos__,Estar en casa .viajar  conocer el Uruguay y el mundo .
33,q3,__todos__,Tratar de hacer la diaria todos los día nEstar cómodo tranquilo sin preocupación de estabilidad
34,q3,__todos__,"Bueno, mi vida ha ido cambiando, yo soy una persona jubilada, pero sigo haciendo cosas, muchas, lo que hago con mayor frecuencia, yo me levanto muy temprano, a veces a las 5 de la mañana, y es la única hora que tomo mate, después uso una juguera grande que tengo y me hago un jugo, le dicen un jugo milagroso, determinadas frutas para desayunar, después a cierta hora hago colaciones, porque eso es... Soy diabético tipo 2, pero tengo que cuidarla para que no se me dispare, ¿no? Pero está, hice mucho trabajo, trabajé 38 años en la Intendencia Montevideo y 35 años en la música, y bueno, tuve momentos de mucho estrés que hicieron saltar esas nanas."
35,q3,__todos__,Compartir en familia y trabajo social es lo q mas hago después pasear me gusta mucho lo hago pero debería hacerlo más
36,q3,__todos__,Me encanta ir para afuera disfruto de unos mates viendo el atardecer en la playa y mi familia. Soy feliz con eso.
37,q3,__todos__,Gran parte de mi tiempo libre lo uso para hacer cosas para mi trabajo. Soy docente. Planificar y corregir son tareas que se hacen en las horas libres del profesor. Me gustaría leer más y poder salir a caminar. Además me gusta escribir. Tengo poco tiempo para eso.
38,q3,__todos__,Miren tengo 12 horas de trabajo (6 y otras 6 ) claro es en la salud  publica y privada ok por lo general descanso al menos 6u 8 hrs y el resto la llevo trato de leer de todo cocinar algo rico  disfrutar de no estar informado y dialogar con la flia en cuanto. Que me gustaría  hace tanto tiempo que llevo este ritmo de vida que si me gustaría hacer algo distinto a la salud por ahora no lo sabría responder ok
39,q3,__todos__,Lo que hago con mayor frecuencia es estar con mis hijos y disfrutar con ellos. Me gustaría poder pasear más
40,q3,__todos__,Quedarme en mi casa disfrutando con mi familia. Viajar.
41,q3,__todos__,Me gusta viajar pero no siempre puedo
42,q3,__todos__,Cuando tengo tiempo libre lo paso con mi familia  y m gusta cocinarles mientras hacemos alguna actividad juntos
43,q3,__todos__,Cuando tengo tiempo libre hago música.
44,q3,__todos__,A veces hago gym y a veces veo tv
45,q3,__todos__,"De todo hago en mi tiempo libre. ¿Qué es lo que hago en mi tiempo libre? En mi tiempo libre trato, primero trato de darle tiempo a las personas que no puedo ver cuando no tengo tiempo libre, que son mis amigas, la gente que me rodea y que quiero y etc. En primer lugar eso, trato de darle lugar en los tiempos libres a esas personas que no puedo ver cuando no tengo tiempo libre. Y en segundo lugar, hacer ejercicio. En realidad me hago el tiempo libre para hacer ejercicio porque lo necesito para vivir. Siento que me cambia el humor porque soy muy intensa. Entonces si hago ejercicio siento que esa intensidad baja de alguna manera. Y nada, me hace sentir bien físicamente y mentalmente. Entonces generalmente lo que hago con mi tiempo libre es eso también. Levo bastante, escucho radio, me gusta mucho escuchar radio. Y van por ahí mis... Mis... Las cosas que hago en mis tiempos libres. Pero lo que hago con mayor frecuencia es eso. Visitar a mi gente que a veces no concordamos tiempo libre con tiempo libre de la otra persona. Entonces en esos casos la otra mayor frecuencia es ese ejercicio. ¿Y qué es lo que más me gustaría hacer? Nada, tener más tiempo libre. Básicamente es eso. Me gustaría eso. ¿Qué es lo que más me gustaría? ¿Tener más tiempo libre para hacer qué? Bueno... Para... Generalmente me gusta mucho pasear al aire libre. Caminatas largas y ese tipo de cosas. Me gustaría tener mucho más tiempo libre para hacer eso que realmente no puedo hacer cuando tengo tiempo libre. ¿Qué otro ejercicio? Hay... Un ejercicio... Bien. ¿Qué es el ejercicio que más me gustaría hacer? Bueno, para mi para mí... Me gustaría hacer... Que sea... Un poco más de acción. Algo que porque me guste mucho, no. Entonces, un poco más de calma. S engine... ¿Cómo se llama? Algo que empiece a decir algo. Yo creo que eso es un poquito más fácil. No es muy rápido, no. Hay que ir con la gente que tú quieras. Tienes una acción que puedes hacer. Esta es un ejercicio que me gusta mucho. Si tú quieres hacer algo, eso es lo que tezyka. Tienes una acción que puedes hacer. Es muy fácil. Allá."
46,q3,__todos__,No tengo mucho tiempo libre pero lo que hago es estar en mi casa  con mi familia
47,q3,__todos__,Escuchar música  jugar videojuegos  mirar películas  me ocupo de mi huerta
48,q3,__todos__,Poder pasear  ir al cine y hacer deporte
49,q3,__todos__,En m tiempo libre camino y escucho música. Me gustaría hacer más deporte.
50,q3,__todos__,Trato de estar con mis hijos
51,q3,__todos__,Trabajo muchas horas al día. Me gustaría viajar
52,q3,__todos__,Buscar la naturaleza  la lectura y encontrarme con amigos.
53,q3,__todos__,"Como jubilado se podría decir que tiempo libre me sobra, pero no es así, porque tengo alguna actividad no diaria como cuando trabajaba, que la llevo a cabo no solo porque me beneficia de alguna manera económicamente, sino para mantener la cabeza activa. Y lo que hago es estar con mi familia lo más que pueda. Tengo una nieta de 25 años que vive con nosotros y la madre, con la que conversamos sobre los distintos puntos que tengan que ver con la juventud. Y soy de los que salen a ser mandados con la frecuencia. Y los pesos que lo permitan. Miro deporte, que siempre me entusiasmó. Fui deportista, fui basquetbolista, federado, y en la facultad jugábamos al fútbol como manera de, no solo de competir con otras facultades, sino de hacer ejercicio, que era gratis. Por ahora eso es todo. ¡Gracias por ver el video!"
54,q3,__todos__,Trato de pasar en familia. Ya que lamentablemente el trabajador no cuenta con medios para hacer otra cosa por que es difícil poder construir tu casa cuando sos trabajador el estado no te ayuda.  Si no haces nada te dan vivienda gratis pero si sos trabajador te sacan de donde pueden sin dejarte nada más que cubrir prioridades cuentas y alimentación.  Pará poder tener una casa algo digna tenés que sacrificar cada peso que no te saque el estado
55,q3,__todos__,y cuando tengo tiempo libre me gusta hacer deporte ahora ya no se puede porque si salgo me roban mi casa así que ya no salgo y o sea en mi tiempo libre me gusta estudiar y eso y lo que me gustaría hacer sería hacer política en este caso haría política cambiaría bastantes cosas del país demasiadas cosas del país
56,q3,__todos__,Me gusta ir a la biblioteca de la facultad para seguir repasando  si no juntarme a tomar café con mis amigos y pasar en familia
57,q3,__todos__,"En mi caso estoy enferma y trato de estar en casa. Yo tengo un invernadero y planto comida, básicamente, tomate, morrón, esas cosas. Y lleno el tiempo con eso. Después los que hacen ahí la casa también, cuando puedo y lo que puedo, porque estoy bastante limitada."
58,q3,__todos__,Estudiar y terminar una carrera de Derecho
59,q3,__todos__,Ver películas  leer  tomar mate en la rambla
